timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-10 07:38:19,"b""here's @hrw's report, out today, on what the government of #kyrgyzstan still needs to do to ensure justice and accountability for abuses committed during and after the outbreak of violence in southern kyrgyzstan - https://t.co/EorZKQ0TVv https://t.co/mSiX41oG58""",b'MihraRittmann',['kyrgyzstan'],2669
2020-06-10 07:19:22,b'its been 10 yrs since ethnic violence erupted in southern #kyrgyzstan. 400+ were killed. nearly 2000 homes were destroyed. @hrw again calls on #kyrgyzstan to ensure accountability for the victims of violence &amp; justice for those arbitrarily detained and tortured in its aftermath. https://t.co/jCoBNaAcde',b'MihraRittmann',"['kyrgyzstan', 'kyrgyzstan']",2669
2020-06-10 07:08:34,"b""10 years after the tragic June 2010 violence, #Kyrgyzstan government still has a responsibility to acknowledge and provide accountability for past abuses. It's a time to remember the victims. *All* of them deserve justice and accountability. https://t.co/SMdJZcJ2KC https://t.co/n22bk6jTtn""",b'philippe_dam',['Kyrgyzstan'],5742
2020-06-10 06:22:10,b'Ex-PM of #Kyrgyzstan sentenced to 18 years after politicised corruption trial https://t.co/Zw3csF5rNd',b'joannalillis',['Kyrgyzstan'],11513
2020-06-10 06:07:11,"b'Amazingly feminine, beautiful Aisuluu Tynybekova; for more info kindly visit https://t.co/RcUehwSBy0 #Wrestling #Kyrgyzstan https://t.co/puFmryqbv3'",b'BCAmagazine',"['Wrestling', 'Kyrgyzstan']",1177
2020-06-10 06:04:05,"b""@CPJ_Eurasia calls for probe into firebombing of TV channel in #Kyrgyzstan after 'criticism from government supporters on social media, who alleged 3 Kanal was \xe2\x80\x9cdisseminating western values\xe2\x80\x9d'  Press 'should not face harassment or attacks' - @gulnozas https://t.co/l99nP7ptLS""",b'joannalillis',['Kyrgyzstan'],11513
2020-06-10 06:01:13,"b""@CPJ_Eurasia calls for probe into firebombing of TV channel in #Kyrgyzstan after 'criticism from government supporters on social media, who alleged 3 Kanal was \xe2\x80\x9cdisseminating western values\xe2\x80\x9d'  Press 'should not face harassment or attacks' - @gulnozas https://t.co/ta3jqbhON5""",b'joannalillis',['Kyrgyzstan'],11513
2020-06-10 05:54:43,b'@IndiaInKyrgyz @PMOIndia @DrSJaishankar @RajCMO @AmitShah We are medical students in #Kyrgyzstan and their are only few flights for us in #VandeBharatMission. Pls arrange more flights for us and evacuate us \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #gobacktorajasthan  #BringBackToIndia @aajtak @IndiaToday @ZeeNews',b'VinayJo78027574',"['Kyrgyzstan', 'VandeBharatMission', 'gobacktorajasthan', 'BringBackToIndia']",3
2020-06-10 05:15:12,"b""@Chandra70923604 @PMOIndia @IndiaInKyrgyz @ashokgehlot51 @himansh47588559 This is today's Rajasthan Patrika photo of Rajsamand variant showing the problems of students stuck in #Kyrgyzstan and seeking help. Please help us \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f @RajCMO @KumariDiya @RajasthanPNew @Dainikbhaskar_ @IndiaInKyrgyz @PMOIndia""",b'VinayJo78027574',['Kyrgyzstan'],3
2020-06-10 05:11:21,"b'\xe2\x80\x9cPsychologically, it stays with you... An act of reconciliation did not take place.... no one ever answered for [the abuses]. It makes you feel psychologically vulnerable"" - lawyer to @hrw on the absence of justice and reconciliation since the 2010 Osh violence #Kyrgyzstan https://t.co/BuEq0iVTFy'",b'joannalillis',['Kyrgyzstan'],11513
2020-06-10 05:05:50,b'\xe2\x80\x9cJustice has been elusive for so many people who suffered horrific crimes during and after the violent events of June 2010\xe2\x80\x9d - @MihraRittmann @hrw on Osh clashes 10 years on #Kyrgyzstan  https://t.co/cXB6vYkdew',b'joannalillis',['Kyrgyzstan'],11513
2020-06-10 05:04:40,b'Tragic anniversary in #Kyrgyzstan as it marks 10 years since hundreds died in Osh ethnic clashes . Some of my reporting from the time for @EurasiaNet https://t.co/XqQy6nhtTl  https://t.co/TttOq8o0kT + @Independent + @business:  https://t.co/zdAxiAFgkP https://t.co/yiqJt43BS7',b'joannalillis',['Kyrgyzstan'],11513
2020-06-10 04:57:26,b'@PMOIndia @IndiaInKyrgyz @DrSJaishankar @narendramodi @AmitShah @RajCMO @MEAIndia We are approx 12000 indian and 1500 Rajasthani students in #Kyrgyzstan pls help us and evacuate us. Pls send more flights\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #gobacktorajasthan  #VandeBharatMission @ZeeNews @aajtak @IndiaToday',b'VinayJo78027574',"['Kyrgyzstan', 'gobacktorajasthan', 'VandeBharatMission']",3
2020-06-10 04:43:32,"b'#coronavirus update in #Kyrgyzstan. New cases confirmed 38, new recovered 89, new deaths 2. Total cases in Kyrgyzstan confirmed 2093, recovered 1572, deaths 26. +1.85% daily cases increase, 38 reported today UTC time.'",b'CoronaSpread',"['coronavirus', 'Kyrgyzstan']",165
2020-06-10 04:18:03,"b'#Photo: Eternal Flame Memorial in\xc2\xa0Osh, #Kyrgyzstan #travel #sovietmonument https://t.co/ivulthXxSv via @KathmanduBeyond https://t.co/0QYzDbQzA3'",b'MarPagesTWL',"['Photo', 'Kyrgyzstan', 'travel', 'sovietmonument']",76296
2020-06-10 03:25:07,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22093
2020-06-10 02:40:24,"b'Stranded #Kashmiris in #Pakistan, #Kyrgyzstan await relief from #GoI: Masoodi  Speaks to union #Civil #Aviation minister Mr. Hardeep Singh Puri, seeks direct #flights from #Osh to #Srinagar   https://t.co/iOeXFhGsle'",b'RisingKashmir',"['Kashmiris', 'Pakistan', 'Kyrgyzstan', 'GoI', 'Civil', 'Aviation', 'flights', 'Osh', 'Srinagar']",150424
2020-06-09 21:20:25,b'#Kyrgyzstan authorities should conduct a quick and thorough investigation into the arson attack on the office of the 3 Kanal broadcaster. https://t.co/QGts6cjJpM',b'pressfreedom',['Kyrgyzstan'],216948
2020-06-09 21:09:45,b'#Kyrgyzstan is now building on credit an expensive mountain road that would need major repairs already in five years. Was there an alternative to the North-South highway? https://t.co/8zQgU51HVA',b'cabarasia',['Kyrgyzstan'],384
2020-06-09 20:38:52,"b'At least in #Turkmenistan all is peaceful. The President recently inaugurated another big new monument in Ashgabat, this time in honour of the humble bicycle . #COVID__19 #OOTT #Russia #Uzbekistan #Kyrgyzstan #Tajikistan #Eurasia #Azerbaijan'",b'macro_advisory',"['Turkmenistan', 'COVID__19', 'OOTT', 'Russia', 'Uzbekistan', 'Kyrgyzstan', 'Tajikistan', 'Eurasia', 'Azerbaijan']",190
2020-06-09 20:34:22,"b'Book Authentic Experiences with Verified Hosts in Underrated Destinations! Book local, save money: https://t.co/nuYvaRDHts  Commission range from 0% - 10%! #Azerbaijan #Georgia #Iran #Kazakhstan #Kyrgyzstan #Mongolia #Tajikistan #Uzbekistan #India #Pakistan #Russia #Nepal #Bhutan https://t.co/pUICx7Pa07'",b'indy_guide_com',"['Azerbaijan', 'Georgia', 'Iran', 'Kazakhstan', 'Kyrgyzstan', 'Mongolia', 'Tajikistan', 'Uzbekistan', 'India', 'Pakistan', 'Russia', 'Nepal', 'Bhutan']",3270
2020-06-09 17:12:27,"b'#Kyrgyzstan #Bishkek This is the most beautiful, pleasant word. https://t.co/DeZdRYC7Tb'",b'NurbekUno',"['Kyrgyzstan', 'Bishkek']",109
2020-06-09 16:32:29,"b'#Molduashupass in #Kyrgyzstan was just #amazing. We had a freezing cold night beside the #Songkul Lake at #3000m and tried to keep us warm with burning #cowshit, that just produced an insane amount of #smoke \xf0\x9f\x98\x82  #\xd0\x9a\xd0\xb8\xd1\x80\xd0\xb3\xd0\xb8\xd0\xb7\xd0\xb8\xd1\x8f #songkul #rtwriders #mototravel #motoviajeros #travelblog https://t.co/K98t4L8Qrc'",b'RTWriders',"['Molduashupass', 'Kyrgyzstan', 'amazing', 'Songkul', '3000m', 'cowshit', 'smoke', 'Киргизия', 'songkul', 'rtwriders', 'mototravel', 'motoviajeros', 'travelblog']",216
2020-06-09 16:00:02,b'EAEU ideal opportunity for enhancement of Iran-Kyrgyzstan trade: President @HassanRouhani  #Iran #Kyrgyzstan  https://t.co/OMCcLdmxmU https://t.co/N9BR9mOIcY',b'Iran',"['Iran', 'Kyrgyzstan']",161772
2020-06-09 14:54:22,b'In these days we are witnessing a return of ethnic clashes in #CentralAsia. In this context it is even more important to remember what happened 10 years ago in #Osh. @RFERL did it with this excellent video #Uzbekistan #Kyrgyzstan  https://t.co/yOPl2XyAo4',b'davidecancarini',"['CentralAsia', 'Osh', 'Uzbekistan', 'Kyrgyzstan']",1056
2020-06-09 14:30:27,"b'It\xe2\x80\x99s true that #CentralAsia is abundant with history \xe2\x80\x94 but it\xe2\x80\x99s even more abundant with natural #beauty! Soak in sights fit for your dreams as you travel across Tajikistan, Kazakhstan and Kyrgyzstan with #FloTours.  https://t.co/d6Zc6dHglw   \xf0\x9f\x93\xb7 Jeti-Oguz Canyon, #Kyrgyzstan https://t.co/9sfe81LQFz'",b'FloTours',"['CentralAsia', 'beauty', 'FloTours', 'Kyrgyzstan']",65
2020-06-09 14:27:39,b'Security officer dissolving in mountain vista #Kyrgyzstan #photography https://t.co/4lcMogf6Qg',b'jnzqns',"['Kyrgyzstan', 'photography']",38
2020-06-09 13:11:04,"b'Turkey\xe2\x80\x99s global fight against the #COVID19 continues at the Friendship Hospital in #Kyrgyzstan\xf0\x9f\xa6\xa0\xf0\x9f\x8f\xa8  Kyrgyzstan-#Turkey Friendship Hospital which has recently been built&amp;equipped by T\xc4\xb0KA, was temporarily permitted to be used by Kyrgyzstan\xe2\x80\x99s Min. of #Health  https://t.co/ddMQT9ZbQd https://t.co/Af99VSOVRw'",b'tika_english1',"['COVID19', 'Kyrgyzstan', 'Turkey', 'Health']",11747
